image_path,labels,split
car/scene_10_sdu_30Sec_droneView_3_000125_b10_a103584.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000316_b4_a138548.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000228_b0_a26077.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000577_b11_a149971.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000228_b0_a548450.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000545_b31_a744645.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000877_b6_a219501.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000803_b9_a783359.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000883_b6_a22397.jpg,0,train
car/scene_3_East_of_Campus_drone_000485_b6_a489964.jpg,0,train
car/scene_3_East_of_Campus_drone_000338_b32_a469744.jpg,0,train
car/scene_3_East_of_Campus_drone_000228_b9_a454816.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000810_b14_a784421.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000602_b1_a753165.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000808_b2_a88305.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000880_b20_a419729.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000750_b10_a775357.jpg,0,train
car/scene_6_Harbour_30Sec_groundView_6_000005_b0_a281559.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000316_b12_a564177.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000568_b2_a296298.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000808_b11_a209923.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000480_b1_a266026.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000539_b18_a206533.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000358_b18_a199673.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000733_b5_a772785.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000199_b64_a175929.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000086_b1_a16817.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000116_b1_a126214.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000662_b7_a167668.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000645_b5_a152892.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000098_b2_a254213.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000260_b6_a554162.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000879_b14_a419558.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000689_b7_a630311.jpg,0,train
car/scene_3_East_of_Campus_drone_000341_b17_a470133.jpg,0,train
car/scene_3_East_of_Campus_drone_000084_b13_a434924.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000587_b42_a370780.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000327_b8_a712056.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000429_b1_a584299.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000398_b0_a722710.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000316_b19_a138563.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000026_b5_a85857.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000448_b23_a730183.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000284_b11_a558448.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000260_b2_a136124.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000200_b23_a232311.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000428_b25_a343440.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000184_b36_a540610.jpg,0,train
car/scene_3_East_of_Campus_drone_000329_b9_a468481.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000410_b22_a340142.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000808_b40_a407716.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000448_b9_a730169.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000549_b5_a605543.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000678_b24_a154342.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000549_b1_a605539.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000566_b18_a747782.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000725_b46_a393806.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000200_b19_a232307.jpg,0,train
car/scene_5_Harbour_30Sec_groundView_5_000190_b5_a44865.jpg,0,train
car/scene_3_East_of_Campus_drone_000084_b30_a434958.jpg,0,train
car/scene_3_East_of_Campus_ground_000338_b4_a106549.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000208_b9_a233529.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000052_b16_a276398.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000316_b6_a138550.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000417_b0_a302617.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000733_b18_a772798.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000762_b12_a643111.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000726_b70_a394025.jpg,0,train
car/scene_3_East_of_Campus_drone_000312_b27_a466169.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000316_b8_a138552.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000587_b16_a370754.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000824_b4_a163519.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000123_b8_a251271.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000031_b39_a86787.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000514_b5_a147212.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000873_b3_a418552.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000685_b7_a684047.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000477_b2_a125574.jpg,0,train
car/scene_6_Harbour_30Sec_droneView_6_000304_b3_a802350.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000762_b8_a643107.jpg,0,train
car/scene_8_sdu_30Sec_droneView_1_000275_b0_a514465.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000266_b5_a172360.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000354_b40_a571003.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000605_b0_a699174.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000500_b48_a356251.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000008_b7_a130152.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000459_b6_a291905.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000287_b4_a258020.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000604_b3_a77492.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000490_b27_a736445.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000873_b29_a418578.jpg,0,train
car/scene_3_East_of_Campus_drone_000297_b10_a464131.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000195_b3_a542546.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000677_b39_a628233.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000523_b17_a205908.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000735_b3_a395423.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000762_b5_a643104.jpg,0,train
car/scene_3_East_of_Campus_drone_000381_b25_a475630.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000258_b30_a241246.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000030_b4_a86573.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000680_b2_a2003.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000656_b31_a761264.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000304_b5_a61470.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000806_b2_a209566.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000007_b1_a236117.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000211_b8_a233993.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000623_b49_a376812.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000590_b3_a371245.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000280_b8_a704901.jpg,0,train
car/scene_3_East_of_Campus_drone_000739_b11_a51702.jpg,0,train
car/scene_3_East_of_Campus_drone_000187_b5_a449215.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000252_b1_a240305.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000058_b2_a258414.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000341_b0_a166367.jpg,0,train
car/scene_6_Harbour_30Sec_groundView_6_000100_b0_a282672.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000298_b2_a137761.jpg,0,train
car/scene_5_Harbour_30Sec_groundView_5_000186_b6_a44780.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000248_b11_a239703.jpg,0,train
car/scene_3_East_of_Campus_ground_000312_b5_a105432.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000419_b78_a341891.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000824_b7_a163523.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000750_b17_a775364.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000803_b24_a783374.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000077_b20_a140788.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000634_b19_a378619.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000228_b0_a134728.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000236_b7_a255935.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000600_b9_a208859.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000327_b19_a325019.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000290_b23_a137435.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000200_b8_a25019.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000615_b22_a617242.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000132_b52_a40741.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000262_b0_a128798.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000762_b21_a158020.jpg,0,train
car/scene_3_East_of_Campus_ground_000739_b1_a245026.jpg,0,train
car/scene_6_Harbour_30Sec_droneView_6_000887_b2_a245622.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000423_b2_a696465.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000276_b30_a704315.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000880_b53_a419777.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000444_b1_a696800.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000583_b55_a370133.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000132_b66_a40790.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000634_b21_a378621.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000614_b4_a754968.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000077_b40_a95022.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000354_b0_a140196.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000544_b5_a744469.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000438_b7_a665286.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000368_b1_a718241.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000208_b9_a25332.jpg,0,train
car/scene_3_East_of_Campus_drone_000165_b13_a446218.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000708_b2_a130120.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000401_b16_a201305.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000369_b2_a573635.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000371_b2_a718689.jpg,0,train
car/scene_3_East_of_Campus_drone_000201_b1_a451095.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000041_b0_a15646.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000185_b37_a173390.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000100_b6_a99105.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000260_b33_a554189.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000429_b36_a584334.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000545_b27_a744641.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000401_b17_a723174.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000596_b0_a307171.jpg,0,train
car/scene_3_East_of_Campus_drone_000025_b12_a426579.jpg,0,train
car/scene_3_East_of_Campus_drone_000341_b13_a470129.jpg,0,train
car/scene_6_Harbour_30Sec_droneView_6_000753_b0_a817197.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000280_b0_a653767.jpg,0,train
car/scene_8_sdu_30Sec_droneView_1_000632_b0_a529825.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000375_b25_a333713.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000316_b24_a138568.jpg,0,train
car/scene_3_East_of_Campus_drone_000025_b26_a426610.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000689_b24_a154825.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000755_b22_a776124.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000123_b1_a251260.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000774_b10_a691096.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000674_b6_a1768.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000500_b42_a356245.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000577_b17_a149977.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000431_b21_a343985.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000077_b34_a95016.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000290_b4_a137416.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000026_b43_a85895.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000594_b6_a178724.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000332_b50_a325955.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000877_b14_a794538.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000833_b8_a17501.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000225_b3_a6342.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000133_b1_a254912.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000423_b6_a263602.jpg,0,train
car/scene_4_Harbour_30Sec_groundView_1_000357_b0_a190756.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000777_b30_a779454.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000543_b2_a148466.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000280_b11_a704904.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000877_b7_a794531.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000604_b2_a77491.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000699_b0_a155234.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000448_b15_a203084.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000040_b3_a247748.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000428_b10_a343425.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000357_b2_a123294.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000130_b8_a251572.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000276_b3_a196472.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000353_b24_a140176.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000634_b71_a378704.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000185_b35_a173388.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000125_b7_a103581.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000677_b19_a154293.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000602_b0_a753164.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000643_b1_a210506.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000225_b57_a180538.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000058_b3_a91584.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000514_b11_a147218.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000725_b49_a393809.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000733_b15_a214004.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000320_b1_a122580.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000500_b4_a356207.jpg,0,train
car/scene_3_East_of_Campus_drone_000186_b19_a449095.jpg,0,train
car/scene_3_East_of_Campus_drone_000084_b7_a434918.jpg,0,train
car/scene_3_East_of_Campus_drone_000165_b17_a446222.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000069_b0_a117405.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000498_b58_a355941.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000123_b2_a147935.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000280_b19_a704912.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000735_b1_a84463.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000255_b6_a283262.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000340_b24_a139609.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000847_b35_a216733.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000258_b1_a241217.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000327_b3_a62660.jpg,0,train
car/scene_3_East_of_Campus_drone_000777_b19_a56779.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000327_b5_a122724.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000543_b8_a604484.jpg,0,train
car/scene_10_sdu_30Sec_groundView_3_000138_b8_a261895.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000879_b46_a419590.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000293_b23_a706892.jpg,0,train
car/scene_3_East_of_Campus_drone_000850_b28_a66537.jpg,0,train
car/scene_6_Harbour_30Sec_droneView_6_000024_b0_a157716.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000720_b34_a635783.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000077_b7_a140775.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000431_b25_a343989.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000581_b0_a676056.jpg,0,train
car/scene_6_Harbour_30Sec_droneView_6_000810_b0_a243035.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000225_b39_a180504.jpg,0,train
car/scene_8_sdu_30Sec_droneView_1_000320_b1_a516427.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000545_b42_a744658.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000703_b0_a169342.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000128_b0_a148718.jpg,0,train
car/scene_3_East_of_Campus_drone_000252_b9_a458095.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000726_b45_a20439.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000057_b2_a266139.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_groundView_01_000477_b3_a70636.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000833_b41_a214303.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000641_b13_a621835.jpg,0,train
car/scene_8_sdu_30Sec_groundView_1_000499_b1_a125991.jpg,0,train
car/scene_3_East_of_Campus_ground_000485_b5_a112953.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000284_b1_a558438.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000577_b32_a610526.jpg,0,train
car/scene_5_Harbour_30Sec_groundView_5_000375_b1_a48229.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000833_b32_a214294.jpg,0,train
car/scene_3_East_of_Campus_drone_000570_b3_a501878.jpg,0,train
car/scene_11_sdu_30Sec_groundView_4_000252_b5_a26994.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000419_b77_a341886.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000069_b2_a266715.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000049_b7_a136462.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000375_b3_a333691.jpg,0,train
car/scene_3_East_of_Campus_drone_000341_b28_a470144.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000873_b2_a418551.jpg,0,train
car/scene_5_Harbour_30Sec_droneView_5_000754_b5_a8599.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000549_b40_a605578.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000352_b3_a658958.jpg,0,train
car/scene_1_Cortex_Park_crossroads_ground_000695_b4_a183834.jpg,0,train
car/scene_1_Cortex_Park_crossroads_drone_000280_b5_a653776.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000514_b33_a599376.jpg,0,train
car/scene_12_sdu_30Sec_droneView_6_000283_b4_a257856.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000327_b59_a325089.jpg,0,train
car/scene_3_East_of_Campus_drone_000019_b3_a425713.jpg,0,train
car/scene_4_Harbour_30Sec_droneView_1_000116_b3_a126216.jpg,0,train
car/scene_11_sdu_30Sec_droneView_4_000810_b16_a784423.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000604_b8_a373598.jpg,0,train
car/scene_7_Harbour_30Sec_droneView_7_000583_b0_a306833.jpg,0,train
car/scene_4_Harbour_30Sec_groundView_1_000121_b1_a272556.jpg,0,train
car/scene_10_sdu_30Sec_droneView_3_000353_b35_a570820.jpg,0,train
car/scene_2_Crossroad_campus_30Sec_droneView_01_000419_b60_a341857.jpg,0,train
